supersense_category	text
noun.person	Riviera
noun.cognition	projection
verb.body	heaved
noun.artifact	mirrors
noun.person	Armitage
noun.communication	stem
noun.artifact	wineglass
noun.artifact	stage
verb.change	merged
noun.person	Riviera
noun.person	Molly
noun.substance	quicksilver
verb.contact	drowning
noun.location	Riviera
noun.person	Molly-
verb.motion	couple
verb.contact	extended
verb.change	extruded
noun.body	blades
noun.person	Riviera
noun.person	Case
verb.contact	vomited
noun.substance	rosewood
noun.artifact	vise
verb.contact	released
verb.contact	Kneeling
noun.state	aura
noun.location	Rue Jules Verne
noun.person	Case
noun.communication	medium
noun.person	teenager
noun.person	Puerto Ricans
noun.location	East Side
noun.location	streetlights
verb.emotion	dreaming
noun.time	beat
noun.event	salsa
noun.person	dreamgirls
noun.person	onlookers
verb.communication	clapping
noun.artifact	van
noun.artifact	gear
noun.artifact	trode
noun.person	Riviera
noun.person	Case
verb.motion	spat
noun.event	finale
noun.person	Riviera
verb.contact	puts
noun.person	dreamgirl
noun.person	dreamgirl
verb.contact	takes
noun.person	Dreamblood
verb.change	soaking
noun.artifact	lace
noun.person	Cheers
noun.communication	applause
noun.person	Case
noun.location	Vingtieme Siecle
noun.person	Molly
noun.artifact	stage
noun.person	Armitage
noun.artifact	stage
noun.communication	stem
noun.artifact	wineglass
noun.person	Case
noun.location	Gone
noun.person	Armitage
verb.motion	go after
noun.communication	tink
noun.person	Armitage
noun.artifact	bulb of glass
noun.artifact	measure
noun.food	wine
noun.communication	stem
verb.stative	protruded
noun.object	sliver
noun.person	Case
noun.substance	water glass
noun.person	Armitage
noun.person	Case
noun.person	Riviera
noun.person	Armitage
verb.motion	adjusting
noun.artifact	lapels
verb.perception	Get
noun.person	Case
noun.person	Armitage
verb.motion	walked away
noun.person	Case
noun.artifact	diners
noun.communication	jokes
noun.artifact	balcony
noun.artifact	candles
verb.perception	flickering
noun.event	clink
noun.artifact	silverware
noun.artifact	candles
noun.act	dancing
noun.person	Riviera
noun.artifact	projections
noun.artifact	bal- ustrade
noun.artifact	stage
noun.body	cheekbones
verb.contact	balanced
noun.communication	laughter
noun.act	dance
noun.artifact	candles
noun.person	girlfriend
noun.artifact	casino
noun.substance	temperfoam
verb.contact	looked for
verb.cognition	registered
noun.feeling	unhappiness
noun.person	Desiderata
noun.person	Gucci
noun.person	Hermes
noun.location	Liberty
verb.stative	examining
noun.artifact	hologram
verb.possession	rewarded
noun.artifact	condos
verb.stative	terraced
noun.artifact	balcony
noun.person	Marcus Garvey
noun.act	tug
verb.social	registered
noun.location	Zion cluster
verb.communication	recited
noun.communication	digit
noun.communication	registration
noun.person	Maelcum
noun.person	Case
noun.artifact	modem
noun.person	Maelcum
noun.artifact	navigation comp
verb.contact	Put
noun.person	Hosaka
noun.artifact	stud
noun.artifact	ridges
noun.artifact	modem
noun.person	Case
noun.event	static
noun.person	Maelcum
noun.substance	Ice
noun.person	Hosaka
verb.perception	beep
verb.communication	Access
noun.location	Dixie
noun.person	Case
noun.person	Hosaka
noun.artifact	chip
verb.creation	engineered
noun.person	Dix
verb.communication	punch
noun.person	Molly
noun.location	Intercontinental
verb.social	registered
noun.person	Flatline
noun.person	Case
noun.person	Rose Kolodny
verb.contact	screw
noun.possession	security
noun.person	Case
noun.substance	temperfoam
verb.motion	stepping
noun.artifact	monitor
noun.group	Braun audiovisual
noun.cognition	complex
verb.change	lit up
noun.location	A
noun.person	pop star
verb.perception	reclining
noun.artifact	cushions
noun.person	interviewer
noun.communication	German
noun.person	Case
noun.shape	jags
noun.communication	interference
noun.person	Case
noun.artifact	balcony
verb.motion	clicked
noun.person	Desiderata
noun.artifact	street scene
verb.change	blurred
noun.location	Jarre de The
noun.location	Chiba
noun.substance	neon
verb.change	replicated
verb.perception	scratched
noun.quantity	infinity
noun.person	Lonny Zone
noun.artifact	addiction
noun.artifact	sharkskin
noun.person	Braun
noun.location	Wintermute
noun.person	Case
noun.person	pimp
noun.person	Molly
verb.motion	screwing up
noun.person	Case
verb.communication	ringing bells
noun.location	Freeside
noun.person	Zone
noun.person	Case
noun.person	Case
noun.person	Case
noun.person	Deane
noun.location	Chiba
noun.person	Case
noun.person	Mr. Case
verb.communication	kidding
noun.person	Linda
noun.person	Lindas
noun.person	Lindas
noun.act	line of work
verb.cognition	Know
noun.cognition	shit
noun.person	Love
verb.emotion	loved
verb.emotion	loved
noun.person	Case
verb.contact	fuck up
verb.contact	punch
noun.location	Zone
noun.time	Freeside
noun.artifact	condos
noun.person	The Braun
verb.perception	bleated
noun.person	Case
verb.communication	rattled off
noun.location	Place
noun.artifact	nightclub
noun.artifact	calling card
noun.person	Case
noun.person	Hosaka
noun.person	Maelcum
verb.contact	disconnect
noun.artifact	modem
noun.person	Dix
verb.consumption	savoring
noun.location	Rage
noun.person	Lupus
noun.person	Cath
noun.person	friend Lupus
noun.person	Bruce
verb.body	dripping
noun.body	pupils
noun.artifact	shower
verb.body	shower
noun.person	Bruce
noun.person	Case
verb.communication	recited
noun.location	Flatline
noun.person	gangster
noun.person	Cath
noun.artifact	shower
noun.substance	Honda
noun.artifact	trike
noun.person	Bruce
verb.body	grinning
noun.person	Case
noun.artifact	cubicles
noun.person	Bruce
noun.person	Case
noun.substance	Condensation
verb.motion	dribbled
noun.artifact	haust
noun.substance	fiberglass
noun.artifact	chassis
noun.artifact	shocks
noun.communication	saying
noun.artifact	cubicle
noun.communication	Number
noun.person	Lupus
noun.person	Cath
noun.person	Bruce
verb.change	dried
noun.person	Case
noun.artifact	cubicle
noun.person	Case
noun.artifact	nightclub
noun.person	Yeheyuan
noun.location	Freeside
noun.person	Biz
verb.perception	humming
noun.artifact	facade
noun.location	Rue Jules Verne
noun.location	Commerce
noun.communication	dance
noun.person	tourists
noun.person	waiter
noun.group	Freeside
noun.artifact	chip
noun.artifact	club
noun.communication	ments
noun.communication	languages
noun.artifact	cubicle
noun.artifact	terminal
noun.location	Lower level
noun.communication	chip
noun.communication	preference
noun.artifact	chip
noun.artifact	plate
noun.artifact	face
noun.artifact	terminal
noun.person	Female
noun.communication	Number
noun.artifact	Phone
verb.communication	access
verb.possession	returned
noun.communication	chip
noun.person	Case
noun.artifact	evator
noun.event	hush
noun.artifact	halls
noun.artifact	clinic
noun.artifact	cubicle
noun.person	Molly
noun.artifact	chip
noun.artifact	sensor
noun.artifact	number plate
noun.person	Cheap Hotel
noun.communication	German
noun.artifact	neural cut-
verb.motion	backed out
noun.artifact	cubicle
noun.artifact	cubicles
noun.artifact	chip
verb.contact	rapped
noun.body	knuckles
verb.perception	absorb
noun.artifact	chip
noun.artifact	plate
verb.perception	clicked
noun.body	thumbs
verb.change	quivering
noun.quantity	centimeters
noun.person	Jesus Christ
verb.contact	cuffing
noun.person	Chip
noun.state	Pain
noun.artifact	cubicle
verb.possession	bribe
verb.body	Breathe
verb.possession	Hold
noun.communication	Count
verb.communication	kicked
verb.social	meditating
noun.communication	briefing
noun.artifact	monitor
noun.person	Win-
noun.communication	termute
noun.artifact	meat puppet
noun.artifact	jeans
noun.person	Wintermute
noun.location	Riviera
noun.act	show
verb.motion	retracted
noun.possession	Costs
noun.location	Chiba
noun.possession	costs
noun.artifact	surgery
noun.possession	costs
verb.contact	jack
noun.attribute	reflexes
verb.stative	go with
noun.artifact	gear ....
noun.location	Sprawl
noun.artifact	chip
verb.body	Wake up
verb.possession	Renting
noun.group	House
noun.artifact	software
noun.person	customer
verb.contact	cracked
noun.body	knuckles
noun.artifact	cut - out
noun.person	Chiba
noun.person	clinics
noun.act	worktime
verb.change	re-
noun.artifact	cigarettes
verb.stative	take
verb.social	give up
verb.contact	blew out
noun.act	stream
noun.communication	software
verb.change	cooked up
noun.location	Berlin
noun.act	market
noun.location	Berlin
noun.communication	program
verb.motion	switched
noun.cognition	classics
verb.possession	picking up
noun.artifact	cyberspace
noun.substance	Silver
verb.perception	smells
noun.object	nova
verb.change	switched
noun.communication	software
verb.possession	renting
noun.artifact	markets
noun.group	clientele
verb.social	going for
noun.person	Molly
noun.substance	shit
noun.possession	raise
noun.person	prick
verb.possession	charging
verb.possession	paying
verb.competition	charging
noun.communication	Bad dreams
noun.location	Chiba
verb.contact	ground
noun.body	heel
noun.person	Surgeons
verb.social	disturbed
noun.artifact	chip
noun.person	customer
verb.communication	....
noun.substance	foam
noun.person	Senator
verb.cognition	Knew
noun.artifact	temperfoam
noun.person	prick
verb.motion	shake
noun.person	Senator
verb.contact	released
noun.artifact	foam
noun.person	Case
noun.feeling	nerve
verb.emotion	psyched up
noun.person	Straylight
noun.person	Lady 3Jane
noun.attribute	dedication
noun.substance	shit
noun.person	Case
noun.person	Cold
verb.cognition	stumbling over
noun.location	Zone -
noun.person	Linda
noun.person	Case
noun.person	Bruce
noun.person	Case
noun.artifact	Honda
verb.body	rubbing
noun.person	guy
noun.person	Cath
verb.contact	thumbing
noun.substance	derm
noun.person	Bruce
verb.motion	Drop
noun.person	Jules Verne
noun.location	Rue Jules Verne
verb.stative	looping
noun.artifact	spindle
noun.location	midpoint
noun.person	Desiderata
noun.location	length
verb.stative	terminating
noun.artifact	supports
noun.person	Lado
noun.location	Acheson light
noun.artifact	pumps
noun.person	Jules Verne
noun.person	Desiderata
noun.person	Case
noun.person	Bruce
noun.artifact	trike
noun.artifact	newsstand
noun.communication	covers
noun.location	axis
noun.communication	constellations
noun.act	playing cards
noun.artifact	dice
noun.artifact	martini glass
noun.location	Jules Verne
noun.object	gulch
noun.location	Freeside
noun.object	cliff dwellers
noun.object	tablelands
noun.artifact	casino
noun.artifact	complex
noun.person	Case
noun.artifact	drone microlight
verb.motion	bank
noun.shape	updraft
noun.shape	verge
noun.object	mesa
noun.artifact	casino
noun.artifact	pilotless
noun.artifact	biplane
noun.artifact	gossamer
noun.substance	polymer
noun.animal	giant
noun.animal	butterfly
noun.object	mesa
noun.quantity	wink
noun.phenomenon	reflected neon
noun.artifact	lasers
noun.artifact	drones
noun.object	spindle
noun.artifact	security system
noun.location	In Straylight
noun.location	Hi - Lo
noun.location	Paradise
noun.location	Cricketeer
noun.location	Shozoku Smith
noun.location	Emer- gency
noun.location	Emergency
noun.person	Molly
noun.artifact	cubicle
verb.contact	fixed
noun.person	Wintermute
noun.location	Villa Straylight
noun.location	Ashpools
noun.artifact	mug
noun.location	Carlsberg
verb.contact	Closing
noun.act	maiming
noun.location	Memphis
verb.communication	killed
verb.competition	defend
noun.person	interests
noun.location	Night City
noun.state	sickness
noun.person	Linda
noun.artifact	dome
noun.communication	semblance
noun.person	Deane
noun.person	Wintermute
verb.change	rescinded
noun.communication	ghost
noun.person	Linda Lee
verb.contact	yanking away
noun.location	Lonny Zone
noun.location	Ninsei
noun.person	Linda
noun.artifact	drug deal
noun.object	chip
noun.food	Meat
noun.animal	meat
noun.person	Gangster
noun.person	Cath
noun.artifact	shift
verb.motion	went home
noun.event	fusion
noun.act	sip
noun.food	Carlsberg
verb.communication	got
verb.possession	Bought
noun.body	pelvic girdle
noun.plant	derm
verb.perception	scanned
noun.person	honey
noun.communication	beta
noun.person	Lupus
verb.contact	radiating
noun.feeling	heat
verb.motion	slitted
noun.body	mous pupils
noun.body	tendon
noun.artifact	bowstring
verb.body	quivering
verb.motion	vibrating
verb.possession	get off
noun.act	comedown
noun.state	bitch
noun.location	Paradise
noun.artifact	cream-
noun.artifact	crib
noun.body	palms
noun.person	Lupus
noun.person	Gaijin
noun.person	soldierman
noun.group	Yakuza
verb.motion	withdrew
verb.contact	fumbled for
verb.contact	chop
verb.social	screwed up
verb.social	screw up
noun.person	Walks
noun.person	Hideo
verb.communication	Scares
verb.communication	calls
noun.possession	retainer
noun.person	Family retainer
noun.person	Case
noun.person	Dee - Jane
noun.person	Lady
noun.person	Rich
noun.communication	shit
verb.possession	keepin
noun.group	class company
verb.contact	Put
noun.body	hip
noun.person	aristos
noun.person	Cathy
noun.artifact	closet deb
noun.person	Bruce
noun.person	heirs
noun.possession	credit
verb.contact	kneading
verb.motion	squirmed
verb.body	Laughed
noun.body	lids
verb.social	party
noun.person	Bruce
verb.social	lets
verb.contact	brings
noun.person	Hideo
noun.location	Straylight
noun.artifact	castle
noun.artifact	castle
noun.location	sunsets
verb.motion	snuggled
noun.person	Lupus
noun.artifact	derm
noun.artifact	thong
noun.body	nails
noun.attribute	boosted tan
verb.contact	bitten
verb.contact	withdrew
noun.artifact	bub- ble
noun.plant	derm
